Province,District,Year,Poverty Rate (%),Access to improved drinking water (% of population),Access to piped water (% of population),Access to improved toilet facilities (% of population),Open defecation (% of population),Access to electricity (% of population),Households' mobile phone ownership (% of population),"Accessibility, health (% of population within 15 minutes to clinic/hospital)","Accessibility, transportation (% of population within 15 minutes to public transportation)",Household size,Household dependency ratio,"Occupancy, present occupancy status-owner (% of population)","Occupancy, present occupancy status-rented (% of population)","Occupancy, present occupancy status-other (% of population)",Improved roof material (% of population),Improved wall material (% of population),Improved roof and wall material (% of population),Household members per room,Overcrowding (% of population),"Labor force participation rate (% of working age population, 15-64 years old)",Employment in agriculture (% of total employment),Employment in industry (% of total employment),Employment services (% of total employment),Wage and salaried employment (% of total employment),"Self-employment, non-agriculture (% of total employment)","Self-employment, agriculture (% of total employment)",Unpaid employment (% of total employment),Child labor (% of children aged 10-17),"Net school enrollment, primary school, 6-10 years old (% net)","Net school enrollment, middle school, 11-13 years old (% net)","Youth literacy, 15-24 years old (% of population aged 15-24)","Adult literacy, 25 or more years old (% of population aged 25 or more)","Primary completion rate, 14-17 years old (% of population aged 14-17)","Youth literacy gender parity index, 15-24 years old","Adult literacy gender parity index, 25 or more years old","Primary completion gender parity index, 14-17 years old","Net enrolment rate in primary gender parity index, 6-10 years old","Net enrolment rate in middle school gender parity index, 11-13 years old",Urban share of population (% of population)
Khyber Pakhtunkhwa,Chitral,2012,25.0,83.85,83.13,59.49,4.52,96.3,62.15,8.96,84.17,6.65,0.38,98.88,0.49,0.67,25.39,50.1,12.47,2.56,23.28,40.93,41.4,22.71,35.9,41.67,16.48,27.11,14.74,10.05,73.26,52.21,82.85,36.8,85.09,0.76,0.34,0.8,0.75,0.92,11.8
Khyber Pakhtunkhwa,Chitral,2014,15.0,76.12,75.99,73.92,3.31,99.7,81.03,20.03,60.82,6.31,0.39,97.44,0.96,1.28,44.3,46.0,22.39,2.79,29.6,38.92,32.92,31.46,35.62,52.57,14.56,24.88,7.98,13.53,76.41,52.64,86.15,37.66,86.92,0.85,0.31,0.88,0.81,0.97,10.04
Khyber Pakhtunkhwa,Dera Ismail Khan,2004,61.0,86.94,40.02,19.59,31.41,95.81,2.29,43.93,70.48,7.66,0.45,95.35,3.3,1.35,23.65,34.84,21.91,3.62,55.42,43.56,34.02,18.19,47.79,42.69,23.96,21.86,11.49,24.49,42.85,27.79,49.82,29.34,48.96,0.5,0.27,0.73,0.73,0.6,12.76
Khyber Pakhtunkhwa,Dera Ismail Khan,2006,59.0,45.55,15.76,26.39,45.35,96.45,19.21,20.5,65.37,7.77,0.47,98.03,1.42,0.55,22.88,57.58,20.49,3.37,45.5,41.1,38.18,13.26,48.55,36.94,19.11,25.86,18.09,20.33,55.95,28.05,40.05,24.88,41.29,0.38,0.2,0.31,0.58,0.34,9.87
Khyber Pakhtunkhwa,Dera Ismail Khan,2008,48.0,85.01,29.01,24.22,15.34,95.35,63.01,28.14,52.96,8.09,0.43,96.43,2.24,1.32,19.67,28.5,16.67,3.79,53.18,41.34,28.34,11.8,59.86,59.82,14.57,15.64,9.96,23.19,46.72,27.19,47.27,29.61,50.57,0.65,0.25,0.72,0.62,0.62,14.9
Khyber Pakhtunkhwa,Dera Ismail Khan,2010,47.0,71.78,31.6,27.54,26.61,96.24,73.51,46.1,63.73,7.33,0.42,96.66,1.41,1.41,11.04,28.17,9.2,3.6,50.04,44.14,38.75,16.05,45.21,49.88,15.59,18.97,15.55,26.51,46.31,23.51,41.72,24.58,45.41,0.51,0.29,0.63,0.6,0.62,13.13
Khyber Pakhtunkhwa,Dera Ismail Khan,2012,39.0,81.11,34.42,36.76,9.75,93.64,83.82,33.84,71.77,7.55,0.42,97.01,1.93,1.93,39.47,29.46,25.31,3.64,53.66,43.24,32.17,24.97,42.86,51.08,20.35,18.79,9.78,24.39,50.08,28.43,46.5,29.56,53.67,0.52,0.34,0.66,0.7,0.76,12.25
Khyber Pakhtunkhwa,Dera Ismail Khan,2014,33.0,73.27,17.42,41.41,9.71,93.53,91.71,37.3,63.08,7.33,0.44,94.77,3.04,3.04,48.43,40.21,35.07,3.78,50.92,42.07,30.09,28.33,41.58,47.71,26.0,15.9,10.2,16.31,51.95,30.32,56.55,32.93,56.39,0.56,0.35,0.56,0.68,0.53,12.05
Khyber Pakhtunkhwa,Hangu,2004,62.0,60.27,30.74,42.95,9.5,91.72,5.87,57.9,78.87,9.27,0.48,89.85,4.8,5.35,51.02,90.13,50.84,3.83,57.5,34.26,32.62,17.43,49.96,37.13,24.21,13.18,25.48,20.28,55.6,33.29,50.06,25.31,51.24,0.28,0.19,0.34,0.66,0.39,18.12
Khyber Pakhtunkhwa,Hangu,2006,65.0,56.9,24.89,62.04,22.06,94.03,63.7,38.19,82.23,9.17,0.46,90.25,6.98,2.77,51.77,86.32,51.21,3.85,54.53,29.16,23.21,19.41,57.38,34.85,31.06,13.63,20.46,8.98,54.95,26.25,52.35,24.15,49.91,0.27,0.08,0.26,0.49,0.32,21.24
Khyber Pakhtunkhwa,Hangu,2008,47.0,68.4,28.74,54.06,12.66,95.77,91.56,60.79,92.29,8.43,0.49,90.17,7.29,2.54,55.55,89.89,55.05,3.25,47.11,32.46,29.16,14.98,55.86,42.74,23.27,18.64,15.35,13.24,75.68,37.12,57.49,24.22,64.08,0.24,0.14,0.3,0.65,0.24,22.16
Khyber Pakhtunkhwa,Hangu,2010,45.0,70.75,25.55,59.79,4.49,98.38,94.5,52.8,89.74,7.94,0.45,80.11,13.74,15.01,42.9,87.78,42.19,3.51,48.27,30.34,18.51,33.7,47.8,57.4,19.67,11.65,11.27,11.51,57.19,29.57,56.5,27.73,59.02,0.33,0.2,0.31,0.52,0.26,21.72
Khyber Pakhtunkhwa,Hangu,2012,33.0,76.69,30.99,73.76,3.88,98.43,93.86,52.14,94.55,8.03,0.45,88.16,10.45,10.48,67.37,89.44,66.24,3.2,39.19,26.81,17.24,27.69,55.07,50.33,25.42,12.6,11.65,6.3,60.48,34.07,55.62,26.99,61.74,0.3,0.18,0.31,0.44,0.27,19.58
Khyber Pakhtunkhwa,Hangu,2014,28.0,68.82,20.1,79.29,4.27,97.47,96.52,51.8,89.24,7.16,0.45,88.09,10.61,11.11,71.34,92.21,70.91,2.86,32.73,27.76,15.91,23.56,60.53,60.52,21.37,10.25,6.84,5.06,69.63,37.91,55.11,21.87,60.24,0.29,0.11,0.26,0.65,0.42,19.41
Khyber Pakhtunkhwa,Haripur,2004,55.0,64.75,60.67,44.69,41.82,93.79,7.23,20.81,47.42,6.17,0.4,94.22,2.59,3.19,55.14,92.89,54.76,3.17,38.13,45.4,49.74,14.71,35.54,34.02,14.94,26.0,25.04,18.62,72.08,39.21,77.03,40.21,70.16,0.72,0.35,0.75,0.94,0.56,11.35
Khyber Pakhtunkhwa,Haripur,2006,50.0,75.54,67.87,65.24,28.16,95.42,45.04,25.74,63.15,6.03,0.39,93.42,4.89,1.68,55.75,97.32,55.21,3.11,38.99,44.21,42.92,18.97,38.11,39.76,16.12,16.53,27.59,14.19,82.7,54.01,81.73,45.06,82.32,0.76,0.4,0.73,0.92,0.72,15.7
Khyber Pakhtunkhwa,Haripur,2008,37.0,85.08,74.11,73.3,16.24,92.19,81.05,16.31,63.4,6.15,0.38,90.45,5.66,3.9,64.82,96.6,64.61,2.95,34.75,46.08,31.98,19.6,48.42,45.68,17.9,12.42,24.0,14.71,82.11,48.26,86.41,50.92,83.17,0.84,0.48,0.86,0.89,1.06,13.88
Khyber Pakhtunkhwa,Haripur,2010,25.0,80.44,70.08,78.0,15.91,99.7,88.22,44.59,72.92,6.27,0.37,90.56,6.97,7.72,71.76,87.41,65.63,3.15,42.78,42.08,28.55,22.78,48.67,53.53,13.83,17.13,15.51,9.25,83.18,51.13,88.72,53.18,88.78,0.9,0.49,0.91,1.04,1.2,13.2
Khyber Pakhtunkhwa,Haripur,2012,15.0,79.66,61.22,85.96,12.26,97.41,91.46,47.41,72.23,5.77,0.37,89.23,5.18,6.05,75.96,87.31,74.72,3.03,36.05,41.21,42.46,19.39,38.14,41.01,15.88,21.33,21.78,5.39,82.86,49.31,91.72,54.72,91.22,0.94,0.58,0.95,0.98,0.93,13.43
Khyber Pakhtunkhwa,Haripur,2014,16.0,82.56,39.3,86.95,9.28,97.74,96.1,32.61,65.87,6.25,0.38,88.28,7.7,7.7,82.86,97.32,82.49,2.84,27.86,45.57,38.91,25.32,35.76,44.25,15.94,15.31,24.4,6.71,80.93,52.77,88.66,55.1,88.18,0.92,0.59,0.9,1.05,0.81,17.01
Khyber Pakhtunkhwa,Karak,2004,63.0,53.24,33.61,26.2,57.11,91.64,1.29,9.38,33.05,8.23,0.47,98.96,0.73,0.31,6.26,56.89,5.72,3.23,41.24,29.14,19.49,22.18,58.33,59.02,18.89,13.17,8.91,6.35,69.2,39.77,60.52,28.66,65.59,0.39,0.12,0.49,0.7,0.45,6.32
Khyber Pakhtunkhwa,Karak,2006,61.0,66.44,47.69,33.24,49.25,94.96,27.02,20.86,42.58,8.83,0.49,98.54,1.03,0.42,15.5,66.9,15.09,3.19,40.32,22.93,22.87,19.08,58.05,50.99,25.68,14.37,8.96,5.97,73.59,42.97,70.07,34.62,73.81,0.49,0.14,0.57,0.74,0.57,5.1
Khyber Pakhtunkhwa,Karak,2008,46.0,69.42,36.22,35.11,33.46,92.26,73.33,21.07,52.5,8.79,0.48,97.65,1.5,0.86,30.81,81.05,30.56,3.4,48.1,20.37,14.25,23.36,62.39,58.77,25.94,9.53,5.75,3.5,72.42,37.66,65.01,33.44,73.21,0.46,0.15,0.57,0.77,0.7,6.55
Khyber Pakhtunkhwa,Karak,2010,46.0,51.59,24.47,34.72,38.42,77.43,83.65,10.85,43.45,8.2,0.48,97.15,1.83,2.18,7.59,82.63,7.06,3.56,50.47,28.8,20.17,33.86,45.97,64.41,14.15,16.16,5.29,5.8,69.16,44.3,65.85,33.09,74.15,0.53,0.15,0.57,0.66,0.46,6.0
Khyber Pakhtunkhwa,Karak,2012,40.0,50.21,17.69,61.3,28.97,90.17,92.72,27.58,60.56,8.56,0.46,96.97,0.8,1.13,51.18,75.44,46.17,3.63,55.98,28.59,29.3,27.3,43.4,50.55,19.12,23.48,6.85,3.17,74.84,46.51,72.53,40.1,78.69,0.57,0.19,0.67,0.82,0.6,6.53
Khyber Pakhtunkhwa,Karak,2014,25.0,68.39,17.16,64.43,9.24,90.6,96.34,39.4,75.71,7.94,0.46,96.69,1.26,1.26,54.83,70.7,52.26,3.38,44.75,31.27,20.95,28.5,50.55,51.66,23.01,17.31,5.53,3.82,74.4,49.44,81.52,43.44,81.67,0.68,0.24,0.7,0.81,0.56,5.08
Khyber Pakhtunkhwa,Kohat,2004,61.0,73.44,56.76,38.71,0.86,88.07,11.56,39.54,85.72,7.37,0.43,91.31,6.0,2.7,26.13,80.37,26.13,3.64,54.22,33.42,29.71,21.79,48.5,39.83,22.68,15.34,22.15,15.45,63.25,35.19,60.89,30.59,61.01,0.47,0.23,0.48,0.63,0.45,27.01
Khyber Pakhtunkhwa,Kohat,2006,59.0,77.31,52.6,61.58,22.18,98.69,49.04,60.62,99.22,6.74,0.42,86.99,9.54,3.48,49.8,85.1,48.81,3.53,47.64,33.93,23.45,25.1,51.45,52.01,19.5,15.93,12.56,15.32,67.63,35.71,59.82,29.55,64.38,0.47,0.21,0.52,0.73,0.58,26.28
Khyber Pakhtunkhwa,Kohat,2008,44.0,75.57,49.87,56.37,17.19,97.54,82.62,61.01,94.35,7.21,0.45,93.59,4.07,2.34,46.89,84.87,46.07,3.33,43.03,33.11,23.29,19.41,57.3,50.28,22.46,16.17,11.09,11.52,69.88,40.03,60.69,35.41,69.96,0.43,0.27,0.5,0.69,0.44,26.26
Khyber Pakhtunkhwa,Kohat,2010,41.0,68.67,39.74,47.31,11.54,93.97,89.09,44.46,89.63,7.1,0.42,86.93,9.18,9.56,34.03,81.31,32.52,3.36,45.08,34.45,24.92,20.6,54.48,48.16,20.73,13.58,17.54,12.49,65.42,31.2,61.92,32.25,66.28,0.54,0.25,0.53,0.71,0.38,28.26
Khyber Pakhtunkhwa,Kohat,2012,32.0,76.78,45.66,61.45,12.38,93.56,93.17,49.72,96.76,7.01,0.42,88.68,8.52,9.75,67.35,82.07,63.06,3.34,44.32,31.65,13.68,34.61,51.71,62.85,21.35,6.28,9.53,5.18,68.58,38.56,74.04,37.83,73.07,0.62,0.31,0.62,0.77,0.7,26.73
Khyber Pakhtunkhwa,Kohat,2014,27.0,76.35,24.84,60.79,11.93,97.39,98.91,67.98,96.86,6.83,0.42,91.07,7.15,7.79,69.1,86.2,64.72,3.03,36.97,30.35,19.44,27.78,52.78,61.17,18.33,12.29,6.25,8.92,73.64,48.12,63.75,37.49,71.6,0.47,0.39,0.52,0.73,0.52,20.32
Khyber Pakhtunkhwa,Kohistan,2004,78.0,32.3,28.2,7.56,86.18,50.24,0.0,20.08,12.6,6.1,0.45,93.32,0.72,5.96,6.94,81.21,6.23,3.57,46.7,54.11,53.94,11.93,34.13,36.02,9.99,26.79,27.21,32.04,32.47,8.97,30.93,17.97,27.01,0.07,0.05,0.02,0.21,0.0,0.0
Khyber Pakhtunkhwa,Kohistan,2006,69.0,25.71,24.4,1.4,66.78,40.63,0.3,0.1,16.05,5.36,0.44,95.32,0.67,4.01,7.57,78.22,7.14,3.51,46.14,40.89,46.37,16.01,37.62,30.67,27.45,33.79,8.09,17.19,35.87,7.29,35.38,17.85,28.7,0.09,0.03,0.08,0.36,0.24,0.0
Khyber Pakhtunkhwa,Kohistan,2008,51.0,9.7,9.52,14.57,58.4,43.34,25.41,6.19,18.67,7.31,0.5,96.48,0.0,3.52,13.32,77.1,10.2,3.4,49.33,61.0,76.84,9.12,14.04,16.18,5.51,36.8,41.51,43.09,49.12,7.09,37.7,10.34,32.17,0.02,0.02,0.07,0.21,0.0,0.0
Khyber Pakhtunkhwa,Kohistan,2010,51.0,8.45,8.29,4.47,66.02,57.96,32.06,10.3,19.61,5.88,0.49,95.56,1.19,1.44,11.43,72.52,9.43,3.31,40.38,48.99,48.87,32.12,19.01,45.58,5.22,33.23,15.98,37.45,27.78,8.11,30.21,15.83,24.09,0.23,0.06,0.43,0.45,0.0,0.0
Khyber Pakhtunkhwa,Kohistan,2012,37.0,5.6,5.6,3.79,75.53,57.06,76.27,0.32,25.88,6.03,0.44,95.72,0.0,0.0,73.67,72.04,52.1,2.82,31.38,60.37,70.72,8.9,20.38,21.67,6.82,38.3,33.21,19.41,40.49,12.22,39.95,18.02,32.46,0.1,0.02,0.11,0.35,0.11,0.0
Khyber Pakhtunkhwa,Kohistan,2014,36.0,15.35,9.88,13.09,46.47,67.91,91.13,6.4,18.32,6.05,0.45,96.2,0.0,0.0,18.67,84.71,15.12,3.43,45.72,66.01,67.36,18.84,13.8,27.55,4.67,24.86,42.48,21.75,37.1,7.87,36.23,13.73,35.13,0.1,0.06,0.13,0.41,0.36,0.0
Khyber Pakhtunkhwa,Lakki Marwat,2004,66.0,79.39,52.99,33.85,28.74,97.87,1.28,12.21,64.33,8.64,0.49,95.53,1.5,2.97,13.5,33.46,10.89,3.44,47.41,38.17,30.31,14.87,54.82,41.35,21.94,15.68,21.03,13.38,57.19,33.8,52.57,29.56,52.96,0.28,0.09,0.25,0.54,0.26,9.61
Khyber Pakhtunkhwa,Lakki Marwat,2006,67.0,82.13,60.92,33.61,41.69,95.82,31.73,27.49,78.14,8.05,0.47,95.66,0.53,3.8,16.34,46.66,13.87,3.19,39.49,41.42,28.87,23.5,47.63,43.94,19.08,20.87,16.1,20.74,57.58,36.59,51.88,28.32,53.04,0.27,0.17,0.26,0.51,0.24,12.77
Khyber Pakhtunkhwa,Lakki Marwat,2008,47.0,73.54,49.4,47.06,32.71,99.22,68.53,21.26,68.77,7.99,0.42,94.71,2.58,2.71,24.45,49.49,22.91,3.45,46.88,35.8,21.82,15.62,62.57,56.91,18.92,15.74,8.42,11.72,56.08,36.05,54.3,33.42,60.82,0.32,0.13,0.31,0.54,0.39,9.88
Khyber Pakhtunkhwa,Lakki Marwat,2010,47.0,67.9,30.53,42.79,20.56,94.77,72.36,15.74,76.12,7.94,0.44,93.28,0.69,0.69,11.18,45.46,8.81,3.28,44.26,50.06,30.2,29.97,39.82,59.11,12.61,17.1,11.19,18.32,54.84,34.81,52.61,30.45,55.11,0.24,0.07,0.29,0.48,0.22,10.9
Khyber Pakhtunkhwa,Lakki Marwat,2012,49.0,77.21,43.03,48.83,13.65,99.28,89.76,40.43,81.06,7.91,0.43,94.73,1.73,1.92,34.04,53.33,29.9,3.75,52.38,40.63,27.84,23.52,48.64,55.34,16.45,22.25,5.95,9.84,58.86,43.68,65.39,37.69,64.84,0.51,0.19,0.57,0.6,0.31,10.25
Khyber Pakhtunkhwa,Lakki Marwat,2014,28.0,82.11,24.28,64.88,5.08,99.44,97.81,25.29,90.38,7.98,0.46,93.48,2.53,3.43,35.2,46.33,31.29,3.3,40.81,38.28,23.6,31.65,44.75,55.75,18.21,14.56,11.34,6.2,62.99,46.37,68.55,44.42,65.0,0.46,0.31,0.41,0.64,0.59,11.78
Khyber Pakhtunkhwa,Lower Dir,2004,55.0,63.28,54.42,58.31,16.26,91.79,0.57,36.98,85.4,8.88,0.5,85.07,3.49,11.44,31.37,79.12,30.96,3.47,48.15,39.33,25.45,16.92,57.63,51.86,19.37,17.87,10.91,18.98,53.81,23.79,61.65,30.3,55.29,0.43,0.12,0.52,0.77,0.58,5.86
Khyber Pakhtunkhwa,Lower Dir,2006,62.0,45.86,33.77,52.85,12.96,78.97,19.17,27.83,65.15,9.07,0.48,96.98,0.92,2.1,29.88,98.09,29.44,3.54,49.98,36.7,29.46,16.76,53.77,44.72,23.25,23.25,8.77,16.32,54.2,21.4,61.25,30.44,58.36,0.46,0.2,0.56,0.9,0.56,4.96
Khyber Pakhtunkhwa,Lower Dir,2008,46.0,61.73,54.9,3.41,14.84,88.36,75.42,28.96,86.66,8.52,0.48,92.16,1.64,6.2,28.81,93.29,28.19,3.78,51.92,34.41,21.89,18.42,59.7,55.57,19.76,15.81,8.87,12.32,59.73,26.05,66.68,32.38,62.15,0.5,0.17,0.61,0.79,0.63,7.77
Khyber Pakhtunkhwa,Lower Dir,2010,44.0,67.63,49.07,39.23,4.77,94.97,89.47,17.99,78.12,7.67,0.45,91.84,3.11,3.48,32.74,92.98,32.56,3.58,49.41,35.49,32.49,25.23,42.28,47.74,19.14,24.75,8.38,9.93,67.97,36.01,72.41,30.18,73.18,0.58,0.19,0.66,0.93,0.57,6.05
Khyber Pakhtunkhwa,Lower Dir,2012,41.0,61.8,37.93,52.61,7.1,97.31,95.53,25.52,82.29,7.96,0.48,93.85,1.47,1.84,35.05,97.44,35.0,3.41,44.8,43.62,51.41,22.66,25.93,35.13,11.26,33.75,19.86,16.73,62.27,28.5,65.9,28.62,70.24,0.52,0.23,0.61,0.84,0.76,5.25
Khyber Pakhtunkhwa,Lower Dir,2014,29.0,49.19,26.23,50.84,5.65,97.84,97.35,27.09,81.15,8.42,0.48,91.31,3.54,5.56,49.51,95.72,49.42,3.29,46.51,30.38,29.24,25.5,45.25,46.57,21.43,21.84,9.76,10.66,71.79,41.93,76.84,30.87,80.66,0.61,0.19,0.7,0.93,0.92,5.72
Khyber Pakhtunkhwa,Malakand PA,2004,63.0,53.95,36.6,28.59,27.73,94.83,2.79,28.34,72.37,8.53,0.49,78.23,8.27,13.49,22.62,78.14,21.34,3.96,57.4,38.85,32.43,17.31,50.26,46.21,19.87,17.97,15.95,17.98,60.72,35.87,65.54,30.8,63.19,0.53,0.2,0.6,0.74,0.71,10.23
Khyber Pakhtunkhwa,Malakand PA,2006,65.0,56.18,28.63,43.94,25.46,96.23,36.42,43.86,76.05,8.57,0.46,83.31,8.95,7.74,30.32,83.72,30.1,3.5,54.06,35.58,20.0,17.06,62.95,55.59,20.94,12.75,10.73,10.86,68.88,28.96,67.0,34.66,65.11,0.51,0.16,0.57,0.73,0.51,9.6
Khyber Pakhtunkhwa,Malakand PA,2008,44.0,64.44,39.79,27.23,9.87,98.96,71.52,40.95,93.54,8.21,0.43,84.99,7.93,7.08,39.2,85.79,38.66,3.28,44.24,34.96,17.66,15.87,66.47,58.41,21.06,10.91,9.62,11.67,75.55,38.22,69.64,37.13,72.47,0.65,0.22,0.75,0.97,0.8,8.48
Khyber Pakhtunkhwa,Malakand PA,2010,43.0,64.85,42.86,47.19,6.46,98.14,84.62,33.61,85.44,7.61,0.42,87.63,7.12,7.56,37.19,89.24,36.3,3.53,47.35,35.46,23.21,29.21,47.58,61.99,16.26,14.29,7.46,8.11,69.63,41.59,73.23,38.75,75.96,0.59,0.28,0.62,0.76,0.57,9.52
Khyber Pakhtunkhwa,Malakand PA,2012,29.0,76.47,37.36,64.06,11.29,98.82,93.97,51.52,92.1,7.23,0.43,80.05,9.48,9.54,52.2,84.61,50.38,3.18,42.68,30.75,20.7,22.07,57.24,57.37,21.61,13.69,7.32,8.83,76.08,43.5,79.58,41.78,83.64,0.73,0.38,0.81,0.98,0.81,9.93
Khyber Pakhtunkhwa,Malakand PA,2014,22.0,75.28,23.82,58.51,9.42,98.15,96.21,38.6,80.57,7.2,0.44,82.39,5.41,8.6,62.41,90.03,61.94,3.15,39.03,33.33,24.45,25.27,50.29,50.89,23.24,16.77,8.05,3.84,80.89,53.03,82.11,38.67,88.44,0.74,0.35,0.85,0.96,0.57,13.53
Khyber Pakhtunkhwa,Mansehra,2004,65.0,56.6,44.8,30.18,60.36,69.62,7.14,15.01,37.4,6.44,0.44,88.65,4.04,7.3,48.16,73.12,42.99,3.44,46.75,40.09,40.35,10.07,49.57,44.25,14.85,20.54,20.36,20.48,71.62,32.43,63.69,27.82,60.44,0.59,0.32,0.63,0.9,0.76,5.96
Khyber Pakhtunkhwa,Mansehra,2006,63.0,62.36,45.2,46.04,47.52,74.46,42.53,33.13,56.29,6.26,0.43,83.16,2.45,14.38,59.42,76.03,42.41,3.92,54.88,43.63,46.93,15.52,37.55,34.88,17.41,21.76,25.95,16.79,68.64,35.96,74.29,40.14,69.92,0.76,0.3,0.84,0.98,0.5,8.28
Khyber Pakhtunkhwa,Mansehra,2008,41.0,61.63,47.99,65.29,25.53,80.57,67.07,19.66,60.42,6.16,0.45,89.28,3.83,6.88,71.06,74.32,59.08,3.14,40.1,45.66,47.82,16.11,36.07,36.5,15.76,26.43,21.3,14.79,75.91,38.38,73.16,39.44,69.2,0.7,0.44,0.69,0.91,0.79,7.33
Khyber Pakhtunkhwa,Mansehra,2010,36.0,77.19,67.1,57.34,29.15,75.36,90.04,35.8,56.84,6.44,0.41,88.95,5.48,5.9,62.72,75.88,59.97,3.26,44.95,44.11,53.51,12.57,33.92,33.05,13.08,24.09,29.78,11.19,67.34,30.04,73.47,43.07,61.64,0.68,0.46,0.63,0.78,1.13,6.61
Khyber Pakhtunkhwa,Mansehra,2012,23.0,81.27,58.99,66.89,18.49,80.61,92.32,48.97,74.98,6.0,0.4,90.54,5.11,5.11,79.75,78.76,63.76,3.09,37.07,43.37,41.1,19.4,39.5,43.73,16.52,22.73,17.03,7.86,75.45,43.3,80.29,43.49,78.6,0.79,0.44,0.88,0.92,0.79,6.92
Khyber Pakhtunkhwa,Mansehra,2014,17.0,70.35,48.13,83.32,15.56,98.34,92.99,40.75,70.43,5.69,0.46,92.73,2.97,2.97,85.83,91.37,80.29,3.21,37.66,37.43,39.03,17.66,43.31,41.94,20.64,27.21,10.07,4.68,74.2,45.51,84.76,44.74,77.83,0.83,0.53,0.82,0.9,0.75,7.51
Khyber Pakhtunkhwa,Mardan,2004,66.0,82.69,23.5,33.17,2.21,98.61,4.56,35.29,77.76,8.2,0.47,76.43,8.63,14.94,30.99,68.13,29.49,4.06,64.65,34.95,26.48,15.67,57.85,46.45,25.4,14.53,13.62,19.41,66.9,29.56,61.47,32.32,61.08,0.52,0.25,0.56,0.82,0.47,20.27
Khyber Pakhtunkhwa,Mardan,2006,65.0,84.29,35.19,44.78,32.0,98.11,44.48,48.39,85.57,7.6,0.45,81.24,9.16,9.6,39.37,71.38,38.51,3.92,54.37,37.74,25.85,19.31,54.84,45.38,25.22,14.2,15.19,21.26,67.83,34.26,63.77,26.92,62.53,0.53,0.23,0.54,0.79,0.54,22.68
Khyber Pakhtunkhwa,Mardan,2008,47.0,86.25,19.19,57.79,26.11,98.28,62.97,44.62,83.63,7.44,0.42,84.11,7.89,8.0,33.09,58.8,31.97,3.76,54.48,35.55,27.65,19.93,52.42,47.03,23.38,14.23,15.36,12.77,66.01,34.67,61.82,29.86,66.97,0.51,0.23,0.63,0.7,0.6,21.59
Khyber Pakhtunkhwa,Mardan,2010,46.0,81.55,19.08,60.21,23.03,98.7,87.36,46.26,87.6,7.27,0.44,83.3,5.99,10.13,36.93,71.46,36.23,4.01,60.98,36.87,21.55,25.87,52.58,54.08,20.14,12.41,13.38,13.58,67.67,34.23,62.86,31.42,66.47,0.57,0.28,0.57,0.82,0.6,21.04
Khyber Pakhtunkhwa,Mardan,2012,33.0,86.43,19.43,68.31,6.97,98.3,96.07,52.95,89.32,7.09,0.43,81.38,9.45,11.89,56.33,79.66,52.91,3.55,49.95,35.27,20.29,26.56,53.15,53.09,25.68,9.85,11.38,12.86,78.26,47.16,65.9,34.18,67.26,0.6,0.26,0.63,0.83,0.74,21.43
Khyber Pakhtunkhwa,Mardan,2014,27.0,94.81,25.16,78.43,10.14,97.85,99.28,50.79,95.23,7.75,0.44,81.19,6.6,11.28,60.23,82.2,58.69,3.56,54.61,33.91,24.5,21.76,53.74,49.67,23.66,15.01,9.8,10.16,83.32,47.89,63.4,34.53,63.49,0.56,0.3,0.56,0.83,0.67,26.49
Khyber Pakhtunkhwa,Nowshera,2004,60.0,83.53,48.14,45.66,4.86,98.16,6.07,52.3,86.49,7.08,0.47,89.5,6.56,3.93,35.62,85.77,35.62,4.04,60.85,34.95,19.6,26.95,53.46,57.03,23.87,9.22,9.88,17.16,61.36,22.3,60.22,29.27,58.1,0.48,0.2,0.47,0.77,0.37,24.58
Khyber Pakhtunkhwa,Nowshera,2006,58.0,88.7,59.67,70.91,13.44,99.79,44.42,52.73,88.89,6.87,0.44,91.95,4.48,3.56,38.22,82.38,37.62,3.54,50.43,33.22,15.01,31.69,53.3,51.58,28.61,8.7,11.1,10.03,78.37,40.84,64.7,35.78,67.04,0.57,0.26,0.62,0.83,0.56,24.56
Khyber Pakhtunkhwa,Nowshera,2008,44.0,85.43,50.92,62.12,5.37,99.29,74.45,46.32,99.81,7.01,0.41,94.88,3.9,1.22,41.02,87.39,41.02,3.51,47.82,37.16,16.71,34.02,49.27,58.72,20.72,9.94,10.62,11.76,74.41,39.45,65.85,38.22,68.58,0.58,0.29,0.64,0.76,0.63,26.16
Khyber Pakhtunkhwa,Nowshera,2010,43.0,73.46,35.97,62.07,4.26,99.42,89.94,48.41,89.06,7.05,0.43,86.49,9.34,10.44,46.34,91.21,46.08,4.22,63.25,36.17,13.73,33.36,52.91,68.18,16.02,7.53,8.27,13.1,75.32,31.14,65.56,35.32,63.85,0.6,0.28,0.56,0.87,0.67,24.44
Khyber Pakhtunkhwa,Nowshera,2012,30.0,87.68,38.84,70.86,4.96,95.65,95.22,60.54,93.63,6.89,0.41,91.52,6.86,7.16,62.05,86.49,55.74,3.81,52.76,32.88,11.56,37.22,51.22,66.68,21.73,6.39,5.2,10.46,80.44,44.69,73.53,42.96,76.43,0.75,0.38,0.7,0.89,0.81,24.92
