年度,科目,題號,題目
108,自然,32,32.小鼠性別決定機制與人類相同，但視覺僅能看見黃、藍和灰色。若將人類感光色素基因成功轉殖至許多小鼠受精卵的X染色體之特定位置，則由此發育的小鼠可分辨紅綠燈的顏色，關於上述成功轉殖的這群小鼠，下列推論何者最合理？(A)屬於親代行無性生殖所產生的子代(B)若為雄性則其所產生的精子皆具此基因(C)全身的體細胞皆具有人類感光色素基因(D)互相繁殖出的下一子代皆無法分辨紅綠色
108,自然,33,33.圖(十五)是地球大氣溫度隨高度變化圖，若在圖中某高度時，氣溫為40℃，氣壓為X百帕；在高度60公里處時，氣溫為T，氣壓為Y百帕。下列有關X與Y以及T與40℃的比較關係何者正確？(A)X＞Y，T＞40℃(B)X＞Y，T＜40℃(C)X＜Y，T＞40℃(D)X＜Y，T＜40℃
108,自然,34,34.某處化學藥品倉庫發生爆炸，網路上出現很多目擊者拍攝的影片，其中一位目擊者當時拍攝的位置距離爆炸位置約1.5km，則有關此目擊者所拍攝的影片，下列描述何者最合理？(A)影片中聽到爆炸聲後約經過4～5秒才看到此爆炸的爆炸火光(B)影片中看到爆炸火光後約經過4～5秒才聽到此爆炸的爆炸聲(C)影片中聽到爆炸聲後約經過0.04～0.05秒才看到此爆炸的爆炸火光(D)影片中看到爆炸火光後約經過0.04～0.05秒才聽到此爆炸的爆炸聲
108,自然,35,35.圖(十六)分別為電解硫酸銅水溶液以及鋅銅電池的兩組實驗裝置示意圖，反應開始前，四支電極的質量都相同。反應經過一段時間後，取下四支電極烘乾後分別秤重，得知四支電極質量大小的關係為：碳棒甲＞電極丙＞碳棒乙＞電極丁。在上述反應中，哪兩支電極進行氧化反應？(A)碳棒甲和電極丙(B)碳棒甲和電極丁(C)碳棒乙和電極丙(D)碳棒乙和電極丁
108,自然,36,36.取相同莫耳數的丙酮(CHCOCH)、丙烷(CH)分別與氧氣反應，未平衡係數3338的反應式如下：CHCOCH+OCO+HO33222CH+OCO+HO38222若丙酮和丙烷皆完全燃燒，則上述兩種反應的氧氣消耗量和水生成量之關係，應為下列何者？(A)氧氣消耗量：丙酮＜丙烷；水生成量：丙酮＜丙烷(B)氧氣消耗量：丙酮＜丙烷；水生成量：丙酮＞丙烷(C)氧氣消耗量：丙酮＞丙烷；水生成量：丙酮＜丙烷(D)氧氣消耗量：丙酮＞丙烷；水生成量：丙酮＞丙烷
108,自然,37,37.圖(十七)是人體心臟及其所連接的血管之示意圖，甲、乙為心臟右邊的腔室，丙、丁為心臟左邊的腔室。腦細胞的代謝廢物進入血液循環後，會最先到達圖中的哪一腔室？(A)甲(cid:29)(cid:31)(B)乙(cid:28)(C)丙(cid:30)(D)丁
108,自然,38,38.雜誌上的一篇報導如下：「海水因二氧化碳等非金屬氧化物的增加而酸化，嚴(一)重影響珊瑚和其他分泌碳酸鈣的海洋生物生存。因海水氫離子的濃度增加，這些海洋生物的碳酸鈣外殼可能會遭到分解。」關於此報導畫底線處內容的判斷(二)與解釋，下列何者正確？(A)第(一)句合理，因為這些氧化物溶於海水中會使海水pH值增加(B)第(一)句不合理，因為這些氧化物溶於海水中會使海水pH值下降(C)第(二)句合理，因為這些海洋生物的碳酸鈣外殼會與氫離子反應(D)第(二)句不合理，因為這些海洋生物的碳酸鈣外殼不會與氫離子反應
108,自然,39,39.在水平桌面上，放置一個從左至右，管口口徑依序變大的盛水連通管。今在三管管口上各放置與管口口徑相同的甲、乙、丙三活塞，活塞與管壁、水面完全密合且可以在管壁上自由滑動，忽略活塞與管壁間的摩擦力，當三活塞達到靜止平衡時，三管內的水面齊高，如圖(十八)所示，則關於活塞甲、乙、丙的重量大小關係，下列何者正確？(A)甲＝乙＝丙(B)乙＞甲＝丙圖(十八)(C)甲＞乙＞丙(D)丙＞乙＞甲
108,自然,40,40.圖(十九)為某生態系中氮循環的部分過程，甲、乙分別代表微生物吸收、釋出含氮物質的作用，丙、丁代表在生物間轉換的含氮物質，關於甲～丁的推論，下列何者最合理？(A)甲：呼吸作用(B)乙：光合作用(C)丙：葡萄糖(D)丁：蛋白質
108,自然,41,41.圖(二十)為維管束植物體內物質流向的示意圖，甲為維管束內運輸物質的管道，乙為此種管道內主要的運送物質，箭頭表示乙物質在不同時間點於管道內可能的流動方向。下列有關甲和乙的敘述，何者最合理？(A)甲位在木質部，乙為醣類(B)甲位在韌皮部，乙為醣類(C)甲位在木質部，乙為礦物質(D)甲位在韌皮部，乙為礦物質
108,自然,42,42.小玉利用排水法測量一個塑膠球的體積，在過程中她發現塑膠球會浮在水面上，所以將實驗步驟做了一些調整。她進行的所有步驟如下：一、取適當大小的量筒，在量筒中裝入水，記錄水面位置刻度XmL。1二、將塑膠球放入量筒中，待水面靜止後，記錄水面位置刻度XmL。2三、以細繩的兩端分別綁住塑膠球及金屬球，將兩者放入量筒中，待兩者完全沉入水面下，且水面靜止後，記錄水面位置刻度XmL。3四、解開綁住塑膠球的細繩，將塑膠球取出量筒，細繩及金屬球放入量筒中，待其完全沉入水面下，且水面靜止後，記錄水面位置刻度XmL。4已知在實驗步驟二、三、四中，未放入塑膠球或金屬球時，量筒內水面位置刻度均為XmL，則塑膠球的體積應為多少？1(A)(X－X)cm334(B)(X－X)cm342(C)(X－X－X)cm3341(D)(X－X－X)cm3
108,自然,43,43.小華畫了一張電流的磁效應實驗示意圖，如圖(二十一)所示，圖中磁針放置於導線的上方，磁針黑色部分為N極，所指方向為磁場方向。老師發現此示意圖並不合理，則下列哪一個修改方式的示意圖最為合理？圖(二十一)(A)(B)(C)(D)
108,自然,44,44.一個均勻的正立方體木塊，其密度為0.5g/cm3，且任一面的面積皆為Acm2，將此木塊置於密度為1.0g/cm3的純水中，待平衡後，木塊底部距離水面的深度為hcm，如圖(二十二)所示。再於木塊上方正中央處放置一個質量為300g的砝碼，平衡後木塊底部距離水面的深度變為(h＋3)cm，且木塊底面與水面仍保持平行，則此木塊任一面的面積Acm2應為多少？(A)100cm2(B)150cm2(C)200cm2圖(二十二)(D)600cm2
108,自然,45,45.已知利用相同茶樹的葉片但不同的製作過程，可得綠茶及紅茶。茶葉中所含的酵素X在超過70℃後，就無法再有催化能力。圖(二十三)為製作綠茶及紅茶時的四個步驟(依序由步驟I→II→III→IV)及其溫度調控示意圖，比較四個步驟中綠茶及紅茶的酵素X之活性，下列何者最合理？(A)步驟I結束時：綠茶＞紅茶(B)步驟II結束時：綠茶＝紅茶(C)步驟III結束時：綠茶＜紅茶(D)步驟IV結束時：綠茶＝紅茶
108,自然,46,46.甲、乙、丙、丁四個木塊的質量均為2kg，分別置於不同的水平桌面上，並對木塊施以兩個方向相反的水平力，圖(二十四)為四個木塊的受力情形及其運動狀態，則此時哪一個木塊所受合力大小為1N？圖(二十四)(A)甲(B)乙(C)丙(D)丁
108,自然,47,47.圖(二十五)中的入射光線經反射器反射後照射於接收器上，則此時法線應為圖上的哪一條虛線？(A)L(B)L12(C)L(D)L
108,自然,48,48.接收器的玻璃外殼與不鏽鋼管間的設計，主要是減少熱量以下列哪幾種方式散失？(A)傳導、對流(B)對流、輻射(C)傳導、輻射(D)傳導、對流、輻射
108,自然,49,49.若此時臺北當天所見的月相是滿月，則同一天內阿振與阿榮所在地的月相應最接近下列何者？(A)阿振：新月；阿榮：新月(B)阿振：滿月；阿榮：滿月(C)阿振：上弦月；阿榮：新月(D)阿振：下弦月；阿榮：新月
108,自然,50,50.若阿振看到月亮剛升起時，拍照後立刻透過網路分享給阿榮，則此時阿榮所在地的月亮方位與運行狀態應為下列何者？(A)接近頭頂上方附近，月亮升起已久(B)位於東方地平面上，月亮也剛升起(C)位於西方地平面上，月亮正要落下(D)位於東方地平面下，月亮尚未升起
108,自然,51,51.根據本文，關於甲、乙、丙三區黑熊分布的推論，下列何者最合理？(A)櫟樹的棵數越多，黑熊的數量就較多(B)櫟樹的棵數會影響雌、雄黑熊所占的比例(C)櫟樹果實的結果量越多，黑熊的數量就較多(D)櫟樹的果實結果量會影響雌、雄黑熊所占的比例
108,自然,52,52.已知黑熊性別決定的機制和人類相同，根據本文，研究員主要是利用下列何者的遺傳物質鑑定黑熊的性別？(A)體細胞的體染色體(B)體細胞的性染色體(C)生殖細胞的體染色體(D)生殖細胞的性染色體
108,自然,53,53.小葵原本想配製的溶液體積莫耳濃度，以及實際配製出的濃度依序為何？(H、O和Na的原子量分別為1、16和23)(A)0.4M、小於0.4M(B)0.4M、大於0.4M(C)4.0M、小於4.0M(D)4.0M、大於4.0M
108,自然,54,54.小葵實際配製出的溶液密度最接近下列何者？(A)0.86g/cm3(B)1.10g/cm3(C)1.16g/cm3(D)1.22g/cm3
109,國文,1,1.根據這張圖表，下列何者的症狀最可能是中暑？(A)冒汗而體溫正常的小健(B)體溫過高不出汗的小康(C)大量流汗虛弱頭暈的小平(D)心跳加速體溫正常的小安
109,國文,2,2.「寧可讓學得快的人等，也不能讓不會的人繼續不會。」下列何者最符合這句話所強調的教育理念？(A)強化資優教育，培養菁英(B)提倡忍讓，加強品格教育(C)視學生資質，給予適當教導(D)無論良與莠，一個都不放棄
109,國文,3,3.人生何嘗不像一場競賽。跑得慢的人有些會怨天尤人，一路上窩囊委屈；有的卻抱著龜兔賽跑的精神，努力不懈直到終點。而那些跑得快的也不見得永遠領先，有的後繼無力被人超前，有的半路摔倒一蹶不起，選擇放棄。因此，________________________。根據文意，畫線處填入下列何者最恰當？(A)人生的競賽往往是暗潮洶湧的(B)臺前風光是背後汗水累積而成(C)勝敗皆由天定，無須怨天尤人(D)堅持到底的人才是最後的贏家
109,國文,4,4.「野生動物隨著環境會發展出新的生活方式。城市中的灰色松鼠比鄉下的較快對威脅產生反應，牠們不吱吱叫驅趕敵人，而是垂下尾巴來警示敵人。」根據這段文字，下列敘述何者最不恰當？(A)城市松鼠會因環境改變毛色(B)城市松鼠會以垂下尾巴示警(C)鄉下松鼠對威脅的反應較慢(D)鄉下松鼠以吱吱叫驅趕敵人
109,國文,5,5.關於這則貼文與留言，下列解讀何者最恰當？(A)小畢認為善惡終有報(B)阿文的想法傾向樂觀(C)凱哥同意小畢的觀點(D)小安的看法近於小畢
109,國文,6,6.下列文句，何者詞語使用最恰當？(A)酒後不開車，未免發生事故(B)見到故居破敗，不免有些傷感(C)他毫無商量餘地，避免不近人情(D)他決心改正遲到毛病，難免受處罰
109,國文,7,7.「宋朝根據房門的位置來確定座次貴賤。面向房門的座位最尊貴，若無長輩就讓它空著。長輩左手的那邊是主人位，右手邊是客人位，長輩對面是副陪的位置，坐在那裡方便傳菜斟酒。」小秦到朋友大蘇家作客，爸爸老蘇和弟弟小蘇同席，下列圖示座次，何者最符合這段文字的敘述？(A)(B)(C)(D)
109,國文,8,8.「和你的詩作凍結在一起或因某幾首詩而大獲激賞是痛苦的事。真正的生命存在於寫作當中，而非經年累月一再朗讀同樣的幾首詩。我們不斷的需要有新的洞察和觀點，我們的生活也非一成不變。你無法在幾首詩裡便挖掘出永恆不滅的真理。」就創作而言，這段文字的觀點，與下列何者最接近？(A)持續寫作，就能成就不朽的巨作(B)創作應力求突破窠臼，不斷創新(C)師法各家作品，塑造自我的風格(D)嘗試不同的生活，激發創作靈感
109,國文,9,9.「朋友曾問過我一個問題□失去視力和失去聽力，害怕哪一項？我思考許久，最後坦承：什麼也不想失去。眼睛的世界那樣可喜，聽見的聲音卻更像一種心靈的共振□閉上眼睛也能讓情節自己呼應。我不能放棄兩者□也不願被兩者放棄。」這段文字空格處的標點符號，依序填入下列何者最恰當？(A)，。；(B)，；、(C)：，，(D)：。、
109,國文,10,10.「此事關係重大，一定要在時限內完成，不得有誤。」句中「得」字的字義與下列何者相同？(A)「得」過且過(B)相「得」益彰(C)忘懷「得」失(D)洋洋自「得」
109,國文,11,11.「杲杲冬日出，照我屋南隅。負暄閉目坐，和氣生肌膚。初似飲醇醪，又如12蟄者蘇。外融百骸暢，中適一念無。曠然忘所在，心與虛空俱。」關於這首詩的分析，下列敘述何者正確？(A)本詩為一韻到底的五言律詩1.杲杲：日光明亮。杲，音ㄍㄠˇ(B)以飲美酒比喻午後昏昏欲睡的狀態2.醇醪：美酒。醪，音ㄌㄠˊ(C)描寫層次由外而內，鋪陳歡聚之樂(D)呈現冬日曬太陽時，閒適自得的心境
109,國文,12,12.林懷民悼念雲門舞集燈光設計師張贊桃：「你的燈光輕聲細語，除非必要，絕不大聲號叫。典雅寫意，呼吸般起落的燈光成為雲門的特色。臺灣舞評少，評舞也不提燈光。國外談雲門不讚美你的舞評極少。他們說你是大師，你一笑置之。等到有人說，你的燈光讓他想起林布蘭，你就如逢知音，開懷1咧口笑了。那幾年，你吃林布蘭睡林布蘭，到了美術館，幾乎把鼻子貼到他的畫作上。」根據這段文字，下列關於張贊桃燈光設計的敘述何者正確？(A)以林布蘭的畫當作舞臺背景(B)作品在臺灣舞評界享有盛名1.林布蘭：巴洛克美術的代表畫家(C)能恰如其分的襯托舞臺演出(D)國外舞評極少注意他的設計
109,國文,13,13.「讀完一千本書的價值，並不多於犁過千片田地；能夠對一幅畫作出適當的描寫，其價值並不多於找出一輛故障摩托車的毛病。」這句話的意旨，與下列何者最接近？(A)精神勝於物質(B)實用重於美觀(C)勞力者不遜於勞心者(D)拿筆者比不上拿鋤者
109,國文,14,14.「『個人資料保護法』強調，須經當事人同意才能蒐集與處理其個資，而且僅能用於特定目的。眾人為使用地圖導航或方便聯繫，只能同意交付行蹤與通訊內容給Google或LINE這些資訊服務業者，若不同意就不能使用服務。然而，業者也因此得以持續使用源源不絕的個資。」根據這段文字，下列關於個資蒐集或處理的敘述，何者最恰當？(A)使用者交付行蹤與通訊內容是為了讓業者蒐集個資(B)Google與LINE的安全機制可以有效防止個資外流(C)「當事人同意」及「用於特定目的」讓業者可合法處理個資(D)「個人資料保護法」規定若不同意交付個資就不能使用服務
109,國文,15,15.「如果我們以人文關懷角度切入，不難發現囤積者的生命都承受著失落與喪慟。囤積，其實是一種無法割捨的情感阻礙。只有透過囤積，他們以為自己並未失去什麼。所以從這個角度來看，囤積者實際上無法處理的，是關於□□。」根據文意脈絡，空格處填入下列何者最恰當？(A)分離(B)收納(C)時間(D)理想
109,國文,16,16.荊州街子葛清，自頸以下，遍刺白居易舍人詩。荊客陳至呼觀之，令其自解，背上亦能暗記。反手指其札處，至「不是花中偏愛菊」，則有一人持杯臨菊叢。又「黃夾纈林寒有葉」，則指一樹，樹上掛纈，纈上花紋極12細。凡刻三十餘首，體無完膚，陳至贊為「白舍人行詩圖」也。根據這段文字，下列關於葛清的敘述，何者正確？(A)刺青內容取自白詩(B)獲贈白舍人行詩圖1.黃夾纈林：林木盡成黃色(C)主動展示身上的圖文2.纈：音ㄒㄧㄝˊ，印染花紋的絲織品(D)詩句圖文皆刺在背部
109,國文,17,17.小華向精通文字學的爺爺請教「囷」字的涵義，爺爺說：「這個字就是稻禾在倉廩中，也就是穀倉的意思，是一個會意字。」小華立刻說：「那麼□字也是根據這個原理造出來的囉！」爺爺高興地說：「你能夠舉一反三，真是孺子可教也。」文中空格處應是下列何者？(A)安(B)寄(C)宵(D)宇
109,國文,20,20.下列文句「」中的字，何者讀音正確？(A)他對朋友的要求總是「慨」然應允：ㄍㄞˋ(B)「囿」於成見，他一直排斥這項工作：ㄧㄡˋ(C)警方追捕多年的通「緝」犯，終於在今日落網：ㄐㄧˊ(D)這家公司處理消費糾紛的過程粗「糙」，引起民眾反彈：ㄗㄠˋ
109,國文,21,21.小淳參加王爺爺的壽宴，在會場聽到以下對話，哪一組用詞最為得體？(A)王爺爺之子：「林先生、林太太，歡迎賢伉儷大駕光臨。」林先生：「敝伉儷恭賀令堂生日快樂。」(B)張先生：「王爺爺，祝您生日快樂。」王爺爺：「小張，歡迎你光臨貴府。」(C)李太太：「王大哥，看你們賢喬梓父慈子孝，令人好生羨慕！」王爺爺之子：「託您的福。」(D)王奶奶：「很榮幸內人我可以替您服務。」
109,國文,22,22.「鳩摩羅什願凡所宣譯傳流後世，每云：『天竺國俗甚重文制，其宮商體韻以入弦為善，以歌嘆為貴。改梵為漢，失其藻蔚，雖得大意，殊隔文體。有似嚼飯與人，非徒失味，乃令嘔也。』」根據這段文字，下列何者最符合鳩摩羅什對譯經的看法？(A)可因國情不同而修改內容(B)首要關鍵在於音律的和諧(C)應避免以華麗辭藻干擾文意(D)保留原文形式之美並不容易
109,國文,23,23.皮日休詠房、杜詩云：「黃閣三十年，清風一萬古。」凡言千古萬古12者，皆是無窮之意，今下「一」字，便有所止矣。根據這則詩評，下列關於皮日休詩的敘述何者最恰當？(A)用字遣詞多落入俗套(B)數字對仗工整，可稱佳作(C)詩句用字精確，傳誦千古1.房、杜：指唐代名相房玄齡、杜如晦(D)「一」字影響了詩句的意境2.黃閣：宰相
109,國文,24,24.某心理學家讓兩組學生看同一張人像，對第一組說：「他是罪大惡極的罪犯。」對第二組說：「他是一位科學家。」當請學生描述照片中的人時，第一組學生說：「深陷的雙眼顯現出他充滿仇恨，突出的下巴證明他在犯罪道路上頑強的決心。」第二組學生說：「深陷的雙眼顯現出他思想的深度，突出的下巴證明他在科學道路上堅強的鬥志。」這項實驗設計的目的，最可能是在印證下列何者？(A)先入為主的成見，常會影響我們的判斷(B)做任何事都要有決心與鬥志，才能成功(C)昇華與墮落在一念之間，端看如何選擇(D)看事情的角度因人而異，無絕對的是非
109,國文,25,25.龍眼枝甚柔脆，熟時賃慣手登採，恐其恣食，與約曰：「唱勿輟，輟則1無薪。」樹枝扶疏，人坐綠蔭中，高低斷續，喁喁弗已。遠聽之，頗足娛耳。2土人謂之「唱龍眼」。根據這段文字，可明確得知下列何者？(A)主人肯錄用沒有經驗的人1.慣手：有經驗的人(B)不諳歌唱的工人不予工資2.喁喁：低語聲(C)「唱龍眼」源自於主人防弊的手段(D)採龍眼的工人喜在工作時彼此唱和
109,國文,26,26.下列文句，何者文意通暢、用詞最為恰當？(A)在我軍堅守防線之下，敵軍難以越瑤池一步(B)她性格豪邁直爽，英姿煥發，彷彿小家碧玉(C)他成功的振興經濟，解民倒懸，獲得眾人愛戴(D)教育小孩的方法必須剛烈並濟，才能達到效果
109,國文,28,28.「以為攝影捕攫物象而加以複製便是寫實，是忽略了攝影和其他藝術共通的創作元素：主觀的選擇。一旦必須通過人的意識選擇安排而呈現，絕對的客觀便失去了意義。」這段文字的涵義與下列何者最接近？(A)客觀的寫實是攝影和其他藝術共通的元素(B)攝影藝術所追求的終極境界是絕對的客觀(C)個人喜好不同，欣賞攝影作品的角度就不同(D)攝影被視為創作，必然具有主觀意識的安排
109,國文,29,29.下列文句「」中的詞語，何者使用最恰當？(A)祭拜祖先時要「舉案齊眉」，以示虔敬(B)他在山上隱居，過著「浮雲蔽日」的生活(C)社區居民應守望相助，「以鄰為壑」，維護住家平安(D)災民困在地基被掏空的房舍中，如「魚游沸鼎」，岌岌可危
109,國文,30,30.「大鐵椎，不知何許人。北平陳子燦省兄河南，與遇宋將軍家。宋，懷慶1青華鎮人，工技擊，七省好事者皆來學。人以其雄健，呼『宋將軍』云。」根據這段文字，可明確得知下列何者？(A)大鐵椎是陳子燦的遠房兄長1.鐵椎：即鐵槌。椎，音ㄔㄨㄟˊ(B)陳子燦與大鐵椎在宋府相遇(C)宋將軍善使大鐵椎，故別名大鐵椎(D)大鐵椎久慕陳子燦之能，從之學藝
109,國文,31,31.下列文句，何者用字完全正確？(A)藝術電影叫好不叫座，觀眾寥寥可數(B)本公司通訊報名截止日期以郵戮為憑(C)半掩的門扉後，漏出一張天真爛漫的笑臉(D)求職屢屢碰壁的迥境，打擊了一顆年輕的心
109,國文,32,32.「擷茶以黎明，見日則止。用爪斷芽，不以指揉，慮氣汗熏漬，茶不鮮潔，故茶工多以新汲水自隨，得芽則投諸水。凡芽如雀舌、穀粒者為斗品，一槍一1旗為揀芽，一槍二旗又次之，餘斯為下。茶之芽始萌則有白合，既擷則有烏2蒂，白合不去害茶味，烏蒂不去害茶色。」根據這段文字，下列關於茶葉的敘述何者正確？(A)在太陽剛升起時開始採茶1.斗品：茶葉的精品(B)茶工要自備飲水現場試茶2.一槍一旗：一芽一葉(C)一槍一旗為最上品的茶葉(D)烏蒂會影響泡出來的顏色
109,國文,33,33.有道士講經茅山，聽者數百人。有自外入者，大罵曰：「道士奴！天正熱，聚眾造妖何為？」道士起謝曰：「居山養徒，資用乏，不得不爾。」罵者怒少解，曰：「須錢不難，何至作此！」乃取釜灶杵臼之類，得百餘斤，以少藥鍛之，皆為銀，乃去。後數年，道士復見此人從一老道士，鬚髮如雪，騎白驢，此人腰插一驢鞭從其後。道士遙望叩頭，欲從之。此人指老道士，且搖手作驚畏狀，去如飛，少頃即不見。根據這則故事，下列關於「自外入者」的敘述何者正確？(A)責罵道士搶走自己的信徒(B)聽完道士說明後更加生氣(C)被道士收買，為道士斂財(D)擁有特殊藥物，鍛物成銀
109,國文,34,34.楚莊王謀事而當，群臣莫能逮，退朝而有憂色。申公巫臣進曰：「君朝而有憂色，何也？」楚王曰：「吾聞之：諸侯自擇師者王，自擇友者霸，足於己而群臣莫若之者亡。今以不穀之不肖而議於朝，且群臣莫能逮，吾國1其幾於亡矣，是以有憂色也。」根據這則故事，楚莊王有憂色的原因，最可能是下列何者？(A)缺乏優秀人才輔政(B)群臣不願追隨國君1.不穀：古代君王自稱的謙詞(C)朝中小人當道亂政(D)難以抉擇施政方向
109,國文,35,35.關於這則網路新聞查核案件，下列何者是攝影師貝亞特澄清的事實？(A)海豹為拯救海龜而咬斷釣魚線(B)海豹對海龜的擁抱是一種騷擾(C)海龜救援海豹的舉動吸引了攝影師(D)海龜為了躲避海豹而被釣魚線纏繞
109,國文,36,36.根據媒體新聞查核分類表與查核結果判斷，這則網路新聞查核案件的問題最可能屬於哪一類型？(A)(B)(C)(D)
109,國文,37,37.根據本文，下列敘述何者最恰當？(A)母親的冬瓜湯會加入泡發的香菇和干貝(B)賈媽媽的冬瓜盅須用蝦米和蔥爆香油鍋(C)作者覺得吃過最好的料理是母親的冬瓜湯(D)作者認為賈媽媽的冬瓜盅的做法較為繁複
109,國文,38,38.關於本文的寫作分析，下列敘述何者最恰當？(A)以倒敘的手法鋪陳對冬瓜料理的情感(B)依序使用視覺、聽覺、嗅覺來摹寫冬瓜盅(C)藉著容易煮透的冬瓜思索不易透澈的人生(D)由多年後再喝母親的冬瓜湯勾起童年的回憶
109,國文,39,39.本文以《史記》為例的用意，最可能是下列何者？(A)暗示太史公刻意留下疑點，以提供後世研究(B)說明真實的歷史無法還原，但可以逐步接近(C)證實太史公看過的史料，現今都還保存完整(D)強調史料若未經過驗證，易流於空泛的懷疑
109,國文,40,40.本文的觀點與下列何者最接近？(A)「歷史」的研究是為了追求「歷史的真實」(B)「歷史學」不斷進步可得到「真實的歷史」(C)史書記載絕對可信，不容後人缺乏實據的懷疑(D)為了增加史書的可讀性，作者多半會虛構情節
109,國文,41,41.根據本文的文意脈絡，畫線處應填入下列何者最恰當？(A)不以直覺判斷，立場完全客觀(B)透過理性思辨，達到預期結果(C)摒棄同理心和價值觀，且不計後果(D)遵循固定的模式，無法隨時代更新
109,國文,42,42.本文的主旨最可能是下列何者？(A)人類應審慎地發展科技(B)科技將掌控人類的生活(C)人工智慧是科技發展的威脅(D)社會進步來自於科技的發展
109,國文,43,43.根據本文，作者說「貧瘠的土地可能是富饒的鄉野」，其原因最可能為下列何者？(A)一般人只注意生活中的衣食所需，卻忽略了大自然的雄偉壯麗(B)表面上貧瘠的土地，卻可能有肥沃的土壤，能生長出多樣的植物(C)具備足夠的審美能力，就能從看似單調的景觀裡發現豐富的生命力(D)只要用心經營，將歷史的經驗與現實的體會相結合，便可改造土地
109,國文,45,45.根據本文，「稚子數請所出」句中「數請所出」的涵義最可能是下列何者？(A)再三懇請父親出來宴客(B)多次詢問小室命名由來(C)屢次延請賓客前往休憩(D)頻頻敦請姻賓離室用餐
109,國文,47,47.下列文句「」中的字，何者意義說明正確？(A)「孰」能磨之：難道1.然：如此(B)朝夕相與「俱」：具備2.是：正確(C)主然而違者，「替」之：改變3.釋：了解(D)「接」之以道：招待
109,國文,48,48.下列敘述何者最貼近本文的內容？(A)大臣輔政須能執行上意(B)大臣應經磨練方能輔政(C)國君擇臣宜摒除個人好惡(D)國君所習攸關天下之治亂
109,英語,1,1.  Look at the picture.  The man is holding one of the _____. (A) bowls(B) glasses(C) plates(D) spoons
109,英語,2,2.  My mom puts the _____ on to keep her hands away from water when she washesthe dishes.(A) gloves      (B) jacket       (C) ring     (D) socks
109,英語,3,3.	 Can	you	_____	your	feet	a	little	off	the	floor?		I	want	to	see	if	my	keys	are	under	the	sofa.(A) check  (B) kick  (C) raise   (D) show
109,英語,4,4.	 _____	of	my	sisters	are	older	than	I	am.		I’m	the	youngest	of	the	three	children	in	my	family.    (A) Both  (B) Few  (C) Most  (D) Some
109,英語,5,5.  The beach near our town is a very _____ place.  Every summer at least one kid dies there in the water. (A) dangerous   (B) exciting   (C) lonely   (D) popular 
109,英語,6,"6.	 My	wife	enjoys	going	to	the	movies	with	her	friends,	but	I	like	to	watch	TV	at	home	by _____.(A)	I	 (B)	me	 (C)	myself	 (D)	mine"
109,英語,7,"7.	 For	the	past	twenty	years,	my	father	_____	in	a	school	library.		But	he’ll	leave	the	job	next month.(A) worked        (B) has worked         (C) is working   (D) works"
109,英語,8,8.	 It’s	great	that	we	can	buy	train	tickets	over	the	phone	without	going	out.		It	_____	us	a lot of time.(A) lends  (B) prepares  (C) saves  (D) takes
109,英語,9,9.	 Mozart	_____	his	first	music	when	he	was	only	six	years	old.(A) is writing     (B) has written  (C) will write   (D) wrote
109,英語,10,"10.  Jill: Have you decided _____ you will celebrate your 30th	birthday?	Sue:	Yeah,	I’m	going	to	have	a	big	barbecue	party.(A) how    (B) where    (C) what    (D) when"
109,英語,11,11.	 Alison	doesn’t	like	_____	what	to	do.		She	only	does	things	she	wants	to	do.(A) told  (B) to tell  (C) be told  (D) to be told
109,英語,12,12.  Josh has planned to make a trip to New York and _____ some of his friends there.(A) visit  (B) visits  (C) visiting  (D) visited
109,英語,13,"13.	 Ms.	Johnson	has	been	taking	phone	calls	since	she	entered	the	office	this	morning.		Just	when	she	thought	she	could	finally	leave	work,	_____	call	came	in.(A) another     (B) each            (C) the next             (D) the other       "
109,英語,14,"14.	 We	were	so	sure	that	Jerry	_____	well	on	the	difficult	job.		His	past	experience	in	other work showed he was the right guy for it.  So when he failed, no one believed it.(A) had done   (B) did  (C) has done  (D) would do"
109,英語,15,"15.  For Mike, the price is _____ important thing when he shops for jeans.  He cares even more about the shape and the size of the pockets. (A) the more   (B) the most   (C) the less   (D) the least "
109,英語,16,16.  What is it	in	the	reading?(A) The sun.  (B) The rain.  (C) The wind.  (D) The rainbow.
109,英語,17,17.  How does Dad feel“when it comes”?(A) He is scared.(B) He is excited.(C) He is not happy.(D) He is not interested.  
109,英語,18,18.	 What	can	we	learn	about	Buffy’s	friends?(A) Matt has experience of yard sales.(B) Jamie had a successful yard sale last week.(C) Albert thinks weather is important for yard sales.(D) Debby thinks things are cheaper online than at yard sales.
109,英語,19,19.	 What	do	Buffy’s	friends	think	about	having	a	yard	sale?(A)	Albert	and	Matt	think	it’s	a	nice	way	to	make	friends.(B)	Debby	and	Albert	think	it’s	difficult	to	make	money	from	it.(C)	Matt	agrees	with	Jamie	that	it’s	a	good	chance	to	help	people.(D)	Jamie	agrees	with	Debby	that	it’s	a	lot	of	trouble	to	prepare	for	it.
109,英語,20,"20.	 From	the	ad,	which	is	true	about	Sunny	Sun	pictures?(A)	The	first	day	to	use	Sunny	Sun	pictures	is	Feb.	4.(B) The last day to collect Sunny Sun pictures is Feb. 10.(C) You cannot use Sunny Sun pictures to get free desserts.(D) You cannot get Sunny Sun pictures when you buy books."
